Vardas367           Pavarde367  1  4  1  5  1  4  5  2  2  1  6  3  1  3  4  1 ; final points 1.75
Vardas6529         Pavarde6529  6  4  2  9  9  5  9  5  4  6  4  1 10  1  7  1 ; final points 2.79
Vardas2082         Pavarde2082  2  1  4  4  4  9  8  4  6  9  7  5  8  9  2  1 ; final points 2.79
Vardas6394         Pavarde6394  2  1  8  2  9 10  6 10  1  3  6  4  6  8  6  1 ; final points 2.79
Vardas7807         Pavarde7807  8  2  3  8  6  4  9  9  7  3  4  2  4  9  4  1 ; final points 2.79
Vardas9473         Pavarde9473  7  2  2  2  8  9  5  7  4  2  9  5  1  9 10  1 ; final points 2.79
Vardas3374         Pavarde3374  6  2  9 10  5  7  9  8  2  1  1  6  8  2  6  1 ; final points 2.79
Vardas8827         Pavarde8827  5  8  3  9  9  5  2  4 10  7 10  1  6  1  2  1 ; final points 2.79
Vardas5497         Pavarde5497  1  5  5  8  9 10  4  2  2  2  4  7  6  7 10  1 ; final points 2.79
Vardas8486         Pavarde8486  4 10  7  1  2  4  1  6  8  9  3 10  9  3  5  1 ; final points 2.79
Vardas3063         Pavarde3063  4  7  6  3  6  8  9  4  3  1  5  7  6  4  9  1 ; final points 2.79
Vardas2857         Pavarde2857 10  4  1  5 10  1  7  8  4  2  7  5  6  6  6  1 ; final points 2.79
Vardas8212         Pavarde8212 10  5 10  1  6  5  8  7  6  1  2  1  7 10  3  1 ; final points 2.79
Vardas2066         Pavarde2066  6  5  1  4 10  8  2  4  2  7  6  6  9  6  6  1 ; final points 2.79
Vardas6879         Pavarde6879  5  6  8  9  3  4  1  1  2 10  9  5 10  8  1  1 ; final points 2.79
Vardas7635         Pavarde7635  6  5  5  1  9  3  1  1 10  7  7  2  9 10  6  1 ; final points 2.79
Vardas6224         Pavarde6224  3  1  6  1  8  1  6  9  9  1  2  5  1  1  6  2 ; final points 2.80
Vardas1077         Pavarde1077  1  6 10  3  2  2  5  1  9  9  1  1  3  4  3  2 ; final points 2.80
Vardas8217         Pavarde8217  4  9  3  3  1  2  4  4  3  2  3  3  8  7  4  2 ; final points 2.80
Vardas9365         Pavarde9365  2  9  6  4  6  8  8  4  2  9  6 10  1  7  1  1 ; final points 2.81
Vardas5058         Pavarde5058  7  3 10  9  2  5  4 10  1  6  2 10  8  1  5  1 ; final points 2.81
Vardas1122         Pavarde1122  7  6  9  5  6  5  4  3  4  7  4  4  4  5 10  1 ; final points 2.81
Vardas9508         Pavarde9508  8 10  8  3  7  7  3 10  1  7  6  6  3  1  3  1 ; final points 2.81
Vardas2656         Pavarde2656  1  8  8  1  5  6  6  5  2  8  9  7  1  6 10  1 ; final points 2.81
Vardas2954         Pavarde2954  7  4  4  6  7  3  6  7  7  5 10  1  7  3  6  1 ; final points 2.81
Vardas1216         Pavarde1216  1  5  8  1  9  6  8  2  7  2  9  2  8  5 10  1 ; final points 2.81
Vardas400           Pavarde400  5  8  1  3  3  3  9  8  4  8  5  8  3  5 10  1 ; final points 2.81
Vardas8466         Pavarde8466  1  4  3 10  4  5  6  7  8  4  6 10  7  3  5  1 ; final points 2.81
Vardas2348         Pavarde2348  3 10  7  7  3  2  1 10  5  4  8  5  5  8  5  1 ; final points 2.81
Vardas8133         Pavarde8133  5  2  6  5  8  3  6  5  8  4  6  4  3  8 10  1 ; final points 2.81
Vardas3102         Pavarde3102 10 10  1  5  5  3 10 10  4  9  4  2  5  1  4  1 ; final points 2.81
Vardas6642         Pavarde6642  9  7  8  1 10  1  7  7  7  5  2  2  5  5  7  1 ; final points 2.81
Vardas7187         Pavarde7187  9  6  8  2  5  1  6  5 10  1  9  6  9  5  1  1 ; final points 2.81
Vardas184           Pavarde184  8  4  7  6  8  4  3  8  6  9  4  3  5  1  7  1 ; final points 2.81
Vardas9772         Pavarde9772  7  7  7  4  2  7  6  9  1  9  4  6  2  5  7  1 ; final points 2.81
Vardas5665         Pavarde5665 10  8  1  9  2  5  8  8  6  3  3  4  4  4  8  1 ; final points 2.81
Vardas3814         Pavarde3814  2  7  7  2  9  1  7  6  1  9  6  8  5 10  3  1 ; final points 2.81
Vardas3294         Pavarde3294 10  1  7  8  1  4  7  6  2  5  1  3  9 10  9  1 ; final points 2.81
Vardas7380         Pavarde7380  3  3  5  8  1 10 10  4 10  2  5  6  8  5  3  1 ; final points 2.81
Vardas5376         Pavarde5376  7  7  9  9  2  4  6  5  9  7  7  1  1  2  7  1 ; final points 2.81
Vardas7651         Pavarde7651  4  4 10  6  2  4  2  6  7  2 10  9 10  3  4  1 ; final points 2.81
Vardas2690         Pavarde2690  5  9  1  4  6  8  5  1  4  8  2  7  7  9  7  1 ; final points 2.81
Vardas6776         Pavarde6776  6  7  6  3  3  3  2  1  7  3  8  8  9  7 10  1 ; final points 2.81
Vardas3022         Pavarde3022  2  5  8  8  4  9  1  8  2  6  6  3  8 10  3  1 ; final points 2.81
Vardas4066         Pavarde4066  3  6  2 10  9 10  6  2 10  8  1  3  6  5  2  1 ; final points 2.81
Vardas5203         Pavarde5203 10  1  6  6  2  7  3  9  4  1  6 10  3  6  9  1 ; final points 2.81
Vardas2875         Pavarde2875 10  3 10  8  3  6  2  9  4  2 10  1  3  4  8  1 ; final points 2.81
Vardas6769         Pavarde6769  9  3  5  7  1  3  5  6 10  3  5  7  6 10  3  1 ; final points 2.81
Vardas4625         Pavarde4625 10  4  8  5  4  7  1  2  8  5  5 10  5  6  3  1 ; final points 2.81
Vardas5246         Pavarde5246 10  8  6  3 10  4  9  5  2 10  2  2  4  1  7  1 ; final points 2.81
Vardas4815         Pavarde4815  7  5  4  9 10  1  1  9 10  3  1  6  3  9  5  1 ; final points 2.81
Vardas1506         Pavarde1506  8  5  5  3 10  2  2 10  8  4  5  7  7  4  3  1 ; final points 2.81
Vardas3408         Pavarde3408  4  2  7  6  2  6  1  8  9  4  7  5  5  9  8  1 ; final points 2.81
Vardas4100         Pavarde4100  4  8  1  2  6  2  3  4  1  7  7  7  3  2  4  2 ; final points 2.83
Vardas8042         Pavarde8042  1  4 10  4  7  2  4  2  3  7  2  1  2  7  5  2 ; final points 2.83
Vardas4505         Pavarde4505  4  4  8  3  2  3  5  6  3  2  2  6  4  7  2  2 ; final points 2.83
Vardas6768         Pavarde6768  3  7  2  1  4  2  7  2  4  4  6  1  7  7  4  2 ; final points 2.83
Vardas531           Pavarde531  1  2  6  1  4  4  8  6  3  7  8  2  3  1  5  2 ; final points 2.83
Vardas2157         Pavarde2157  8  1  4  8  8  6  3  5  2  2  1  2  4  3  4  2 ; final points 2.83
Vardas9258         Pavarde9258  7  4  3  5  2  1  2  1  1  3  9  5  6  4  8  2 ; final points 2.83
Vardas1000         Pavarde1000 10  8  2  1 10 10  7  1  8  9  3  1  9  3  2  1 ; final points 2.84
Vardas2696         Pavarde2696  1  5  7  3  6  6 10  4  7 10  5  9  6  4  1  1 ; final points 2.84
Vardas8965         Pavarde8965  6  6  5  2  1  3 10  5  9  1  4  8 10  7  7  1 ; final points 2.84
Vardas3397         Pavarde3397  5  4  2  7  4  5 10  7  5  7  4  5  2  7 10  1 ; final points 2.84
Vardas631           Pavarde631  7  6  6  7  3  6  3  4  2  5  5 10  1  9 10  1 ; final points 2.84
Vardas168           Pavarde168  5  6  3  7  5  7 10  8  6  7  2  8  3  4  3  1 ; final points 2.84
Vardas8025         Pavarde8025  1  9  1 10  5  4  6  4  4  6  8  9  5 10  2  1 ; final points 2.84
Vardas7563         Pavarde7563  9  8  3 10 10  5  1  8  2  5  8  3  9  2  1  1 ; final points 2.84
Vardas1394         Pavarde1394  8  5  3  5  4 10  4  7  9  1  1 10  4  4  9  1 ; final points 2.84
Vardas6353         Pavarde6353  8  7  6  7  9  1  8  3  1  5  2 10 10  3  4  1 ; final points 2.84
Vardas4997         Pavarde4997 10  4  4  8  3  2 10  1 10  3  8  8  4  1  8  1 ; final points 2.84
Vardas5131         Pavarde5131  7  2 10  2  1  4  8  1  8  7  2  9 10  6  7  1 ; final points 2.84
Vardas1137         Pavarde1137  5  9  2  6  8  2  2  9  5  3  7  4  4  8 10  1 ; final points 2.84
Vardas7217         Pavarde7217  9  9 10  1  5  4  6  4  4  7  7  2  6  8  2  1 ; final points 2.84
Vardas8649         Pavarde8649  1  1  4  2  4  6 10  9  6  8  9  9  8  1  6  1 ; final points 2.84
Vardas2626         Pavarde2626  7  2  7 10  9  3  7  1  6  3  8  5  6  8  2  1 ; final points 2.84
Vardas4138         Pavarde4138  2  8 10  4  7  1  8  6  7  8  3  6  1  3 10  1 ; final points 2.84
Vardas39             Pavarde39  3  7  3  3 10  9  3 10  5  7 10  1  5  3  5  1 ; final points 2.84
Vardas7344         Pavarde7344  2  1 10  6  9 10  1  3  3  7  7 10  2  8  5  1 ; final points 2.84
Vardas6487         Pavarde6487  2  4  5 10  2  4  8  8  7  9  3  8  1  4  9  1 ; final points 2.84
Vardas7692         Pavarde7692  4  8 10  6  7  1  7  7  9  1  3  7  2  8  4  1 ; final points 2.84
Vardas6628         Pavarde6628  7  4  5  8  4  8  1  8  3 10  8  2  9  4  3  1 ; final points 2.84
Vardas3439         Pavarde3439  1  4  9  1  8  9  9  6  1  4  5  8  7  8  4  1 ; final points 2.84
Vardas1281         Pavarde1281  7  6  9  4  8  6  2 10  5  8  9  6  1  2  1  1 ; final points 2.84
Vardas9436         Pavarde9436  7  3  4  5  2 10  1  8  7  4 10  8  5  8  2  1 ; final points 2.84
Vardas2849         Pavarde2849  6  2  4  5  9  3  8  8  3  9 10  3  8  4  2  1 ; final points 2.84
Vardas6302         Pavarde6302  5  7  6  2  6  6 10  6  9  9  2  6  4  4  2  1 ; final points 2.84
Vardas7019         Pavarde7019  9  9  3  1  7  6  2  4  6  6  8  5  5  6  7  1 ; final points 2.84
Vardas9372         Pavarde9372  5  2  4  8  1  8  6  4  8  5  9  7  4  3 10  1 ; final points 2.84
Vardas5094         Pavarde5094  1  9  3  4  4  2  7  4  9  5  9  8  6  9  4  1 ; final points 2.84
Vardas6375         Pavarde6375  6  1  7  7  8  5  2  3 10  5  4 10  2 10  4  1 ; final points 2.84
Vardas9839         Pavarde9839  4 10 10  7  5  3  7  6  1  4  4  9  2  8  4  1 ; final points 2.84
Vardas6535         Pavarde6535  4  9  2  6  6  8  8  2  5  9 10  4  3  7  1  1 ; final points 2.84
Vardas5207         Pavarde5207  2  3  6  5 10  9  4  6  4  7  6  4  4  9  5  1 ; final points 2.84
Vardas7483         Pavarde7483  7  8  5  6  2  8  3  7  2  7  7 10  3  7  2  1 ; final points 2.84
Vardas8876         Pavarde8876  3  5  8  9  7  6 10  5  2  4  1  4  3  7 10  1 ; final points 2.84
Vardas3913         Pavarde3913  2  9  9  5  4  4  2  9  3  3  3  5  8 10  8  1 ; final points 2.84
Vardas791           Pavarde791  7 10  1  3  3  7  3  7  4  9  6  9  4  4  7  1 ; final points 2.84
Vardas8889         Pavarde8889  8  9  6  6  3  6  3  8  2 10  6  4  2 10  1  1 ; final points 2.84
Vardas7705         Pavarde7705  9  5  6  3  9 10  2  8  1  4  7  4  4  4  8  1 ; final points 2.84
Vardas1368         Pavarde1368  6  1  3  2  1 10  6  6 10  9  6  4  3  7 10  1 ; final points 2.84
Vardas2720         Pavarde2720  1  5  5  8  2  9  2  9  5  9  3  9  8  1  8  1 ; final points 2.84
Vardas4709         Pavarde4709  6  1  5  9  9  4  7  8  2  9 10  3  6  4  1  1 ; final points 2.84
Vardas3921         Pavarde3921  8  2  4  5  4  8  1  6  6  6  3 10  9 10  2  1 ; final points 2.84
Vardas9726         Pavarde9726  3 10  4  2  3  8  9  6  2  6  3  6  6  8  8  1 ; final points 2.84
Vardas4743         Pavarde4743  7  2  1  7  5  8 10  8  2  5  7  3  4  5 10  1 ; final points 2.84
Vardas422           Pavarde422  2  6  6  1 10  9  9  2  8  3  7 10  3  3  5  1 ; final points 2.84
Vardas2736         Pavarde2736  5  4 10  6  7  7  7  6  3  8  5  9  2  2  3  1 ; final points 2.84
Vardas1572         Pavarde1572  5  5  8  2  5  3  2  9  5 10 10  3  3  4 10  1 ; final points 2.84
Vardas7320         Pavarde7320  2  5  6  4  1  9  9 10  5  4  4  3  5  9  8  1 ; final points 2.84
Vardas7547         Pavarde7547  1  2  1  9  8 10  3  1  7  4  8  4  6 10 10  1 ; final points 2.84
Vardas6934         Pavarde6934  6  2  2  9  9  7  1 10  9  6  6  6  2  2  7  1 ; final points 2.84
Vardas805           Pavarde805  9  7  9  2  2 10  8  8  1  2  2  8  2  4 10  1 ; final points 2.84
Vardas5410         Pavarde5410  5  7  6  8  3  1  8  5  4  5 10  3  9  5  5  1 ; final points 2.84
Vardas9026         Pavarde9026  2  1  4  1  6  3  8  4  2  4  6  6  8  3  4  2 ; final points 2.85
Vardas6109         Pavarde6109  9  6  2  4  8  5  3  3  1  6  2  5  3  1  4  2 ; final points 2.85
Vardas1516         Pavarde1516  1  8  4  2  3  8  2  2 10  4  8  3  2  1  4  2 ; final points 2.85
Vardas9053         Pavarde9053  3  1  3  5  2  7  8  3  8  4  4  3  4  4  3  2 ; final points 2.85
Vardas3074         Pavarde3074  2  4  3  4  8  9  5  7  4  6  2  1  3  3  1  2 ; final points 2.85
Vardas937           Pavarde937 10  1  1  3  1 10  3  5  3  3  2  2  2  8  8  2 ; final points 2.85
Vardas1725         Pavarde1725  6  5 10  2  3  4  2  3  6  1  1  1 10  1  7  2 ; final points 2.85
Vardas9188         Pavarde9188  2  7  4  4  3  1  6  3  7  2  6  5  2  3  7  2 ; final points 2.85
Vardas7405         Pavarde7405  5  5  2  6  3  3  3  4  9  3  1  4  6  7  1  2 ; final points 2.85
Vardas3999         Pavarde3999  3  7  2  1  3  5  6  6  2  3  8  5  5  2  4  2 ; final points 2.85
Vardas9142         Pavarde9142  2  6  2  1  2  7  1  7  8  4  3  4  6  2  7  2 ; final points 2.85
Vardas6980         Pavarde6980  3  6  6  6  5  6  4  6  2  1  4  1  3  5  4  2 ; final points 2.85
Vardas2599         Pavarde2599  5  1 10  2  3  1  4  2  8  8  2 10 10  9 10  1 ; final points 2.87
Vardas1814         Pavarde1814 10  5  5  8  8 10  1  1 10  4  1 10  3  6  3  1 ; final points 2.87
Vardas2681         Pavarde2681  9  6 10  2  9  3  4  3  8  6  3  8  4  3  7  1 ; final points 2.87
Vardas7007         Pavarde7007  9  3  6  6  2  5  7  1  2  9  1  8  8  9  9  1 ; final points 2.87
Vardas9661         Pavarde9661  3 10  6  4 10  9  5  6  1  1  1  7  8  4 10  1 ; final points 2.87
Vardas8893         Pavarde8893  8 10  6  3 10  1  6  5  5  1 10  2  9  2  7  1 ; final points 2.87
Vardas3520         Pavarde3520  8 10  8  2  1  5  2  7  8  7  3  8  8  3  5  1 ; final points 2.87
Vardas3532         Pavarde3532  1  8  7  4 10  7  7  4  2  9  5  2  9  1  9  1 ; final points 2.87
Vardas2885         Pavarde2885  3  7  9  4  4  6  8  2  7  2 10  1  4  8 10  1 ; final points 2.87
Vardas7359         Pavarde7359  2  7  7  8 10  8  4  3  7  1  4  1  7  8  8  1 ; final points 2.87
Vardas356           Pavarde356  5  7 10  7  4  3  1  8  7  5  4  7  3 10  4  1 ; final points 2.87
Vardas685           Pavarde685  3  9  8  2  9  3  1  5  6  8  6  1  7  8  9  1 ; final points 2.87
Vardas3473         Pavarde3473  4  4  2  1  4  9  4 10  6  4 10  9  5  7  6  1 ; final points 2.87
Vardas7888         Pavarde7888  1  9 10  8  9  2 10  3  8  3  6  2  3  2  9  1 ; final points 2.87
Vardas7872         Pavarde7872  9  6  3  8  7  4  4  7  9  4  4  4  2  9  5  1 ; final points 2.87
Vardas5205         Pavarde5205  1  6  7  9  4  5  5  9  2  1  7  9  9  7  4  1 ; final points 2.87
Vardas5155         Pavarde5155  4 10  4  1  5  4  8  5  1 10  6  2  6 10  9  1 ; final points 2.87
Vardas307           Pavarde307  1 10  2  9  4 10  5  8  3  9  7 10  4  1  2  1 ; final points 2.87
Vardas494           Pavarde494  1  7  9  4 10 10  7  1  5  5  9  9  3  4  1  1 ; final points 2.87
Vardas9572         Pavarde9572  3  6  7  3 10  4  5  3  7  9  5 10  4  4  5  1 ; final points 2.87
Vardas4918         Pavarde4918  4 10  2  4  9  7  1  9 10  9  4  8  1  2  5  1 ; final points 2.87
Vardas1890         Pavarde1890  3  3  8  6  7  2  6  6  6  7  8  6  6  6  5  1 ; final points 2.87
Vardas9669         Pavarde9669  2  8  5  9  1  9  2 10  8  7  5  4  3  5  7  1 ; final points 2.87
Vardas5858         Pavarde5858  7  8  5  2  8  2  7  7  5  7  2  5  7 10  3  1 ; final points 2.87
Vardas5864         Pavarde5864  7  2 10  6  5  3  3  2  9  2  8  3  6  9 10  1 ; final points 2.87
Vardas4671         Pavarde4671  6  9  2  8  7  7  4  6  2  1  8  5  5  8  7  1 ; final points 2.87
Vardas4622         Pavarde4622  8  1  7  9  6  9  1  2 10  5  1  8  3  8  7  1 ; final points 2.87
Vardas1605         Pavarde1605  2  1  1  9  9  6  1 10  9  5  6  3  7  6 10  1 ; final points 2.87
Vardas4250         Pavarde4250  2  4  1  3  7  7  6  9 10 10  6  3  3  8  6  1 ; final points 2.87
Vardas2585         Pavarde2585  5  2  5 10  8  8  5  5  2  9  4  6  6  8  2  1 ; final points 2.87
Vardas7527         Pavarde7527  3  3  6  2  5  9  7  2  8  9  2 10  6  6  7  1 ; final points 2.87
Vardas3365         Pavarde3365  8  4  9  2  3  6  4  6  2  2  3  7  4  2  1  2 ; final points 2.88
Vardas1326         Pavarde1326  9  9  3  8  8  1  1  4  7  2  3  1  2  4  1  2 ; final points 2.88
Vardas5120         Pavarde5120  2  8  2  2  1  6  9  7  2  3  5  5  3  6  2  2 ; final points 2.88
Vardas5959         Pavarde5959  3  5  3  2  4  1  1  6  4  1  5  7  7  5  9  2 ; final points 2.88
Vardas574           Pavarde574  1  7  3  6  7  2  6  4  6  2  3  3  9  3  1  2 ; final points 2.88
Vardas1321         Pavarde1321  1  1  3  5  5  4  8  7  5  4  9  1  5  4  1  2 ; final points 2.88
Vardas7426         Pavarde7426  8  2  4  5  2  3  6  1  4  1  2  6  6  7  6  2 ; final points 2.88
Vardas2976         Pavarde2976  4  8  9  2  5  3  9  2  2  3  2  1  2  8  3  2 ; final points 2.88
Vardas4527         Pavarde4527  6  2 10  1  1  1  6  2  9  3  3  6  6  5  2  2 ; final points 2.88
Vardas6327         Pavarde6327  1  4  3  1  7  8  5  1  5  3  5 10  2  7  1  2 ; final points 2.88
Vardas8646         Pavarde8646  5  6  8  1  3  2  5  3  2  9  2  5  4  3  5  2 ; final points 2.88
Vardas875           Pavarde875  7  2  6 10  1  8  3  7  1  1  2  1  3  5  6  2 ; final points 2.88
Vardas7590         Pavarde7590  7  3  7  5  8  4  2  2  8  8  6  6 10  8  2  1 ; final points 2.89
Vardas816           Pavarde816 10  9 10  6  9  6  6  7  3  8  1  2  6  1  2  1 ; final points 2.89
Vardas4938         Pavarde4938  5  3  7  7 10  3  6  2  3  9  2  5  6  9  9  1 ; final points 2.89
Vardas2578         Pavarde2578  5  2 10  2  8  3  7  1  7  7 10  4  8  8  4  1 ; final points 2.89
Vardas2075         Pavarde2075  7  6  3  9  3  6  1  3  3  8  3  5 10  9 10  1 ; final points 2.89
Vardas3642         Pavarde3642  8  9  2  4 10  5  1  2  8  7  3  7  9  9  2  1 ; final points 2.89
Vardas7726         Pavarde7726  1  7  6  1 10  5  6  5  9 10  7  7  3  2  7  1 ; final points 2.89
Vardas9333         Pavarde9333  6  4  6  7  8  5  2 10 10  2  2  6  6  3  9  1 ; final points 2.89
Vardas6865         Pavarde6865  9  8  8  3  4 10  2 10 10  4  2  1  5  8  2  1 ; final points 2.89
Vardas4691         Pavarde4691  3  5  3  7  7 10  1  2  9  8  1  6  6 10  8  1 ; final points 2.89
Vardas4006         Pavarde4006  9  3  7  6  4  8  6  7  6  8  4  2  1  6  9  1 ; final points 2.89
Vardas5219         Pavarde5219  7  6  6  5  1  9  7  8  4  6  1  9  1  7  9  1 ; final points 2.89
Vardas409           Pavarde409  9  9 10  2  5  2  5  7  7  5  8  1  4 10  2  1 ; final points 2.89
Vardas8169         Pavarde8169 10  7  4  3  2 10  5  8  6  8  8  2  3  4  6  1 ; final points 2.89
Vardas7236         Pavarde7236  3  8  5  7  8  2  2  6  2  5  7 10 10  2  9  1 ; final points 2.89
Vardas6057         Pavarde6057  9  3  4  2  8  6  8  5 10  4  1  9  6  8  3  1 ; final points 2.89
Vardas5601         Pavarde5601  9  1  8  5  9  9  6  9  9  6  1  3  8  1  2  1 ; final points 2.89
Vardas8267         Pavarde8267 10  1  2  9  2 10  2  2 10  1  8  2  9 10  8  1 ; final points 2.89
Vardas9610         Pavarde9610  1  1  5  7  1  5 10  5  9  8  8  4  7  9  6  1 ; final points 2.89
Vardas3518         Pavarde3518  7  3  2  2  3  1  8 10  9 10  1  7 10  6  7  1 ; final points 2.89
Vardas952           Pavarde952  2  6  7  6  4  7 10  8  7  7  3  6  2  4  7  1 ; final points 2.89
Vardas8               Pavarde8  3  5  2  1  3  8  3  6  7 10  9  8  9  8  4  1 ; final points 2.89
Vardas9474         Pavarde9474  2  1  6  8  7  7  8  4  4  9  6  4  7 10  3  1 ; final points 2.89
Vardas6904         Pavarde6904  9  7 10  8  3  8  1  4  8 10  5  1  5  2  5  1 ; final points 2.89
Vardas9482         Pavarde9482  4 10  6  9  4  5  7 10  4  4  1  9  5  3  5  1 ; final points 2.89
Vardas5768         Pavarde5768  7  5  7  5  1  6  4  9  8  2  6  7  6  5  8  1 ; final points 2.89
Vardas2866         Pavarde2866  4  6  6  7  1  9  4  7  2  9  4  5  7  8  7  1 ; final points 2.89
Vardas2741         Pavarde2741  2  7  2  7  7  8  6  2  8  5  8  9  6  5  4  1 ; final points 2.89
Vardas8911         Pavarde8911  5  6  6  3  4  9  7  1  9  6  1  2  3  1  1  2 ; final points 2.91
Vardas9472         Pavarde9472  1  2  5  1  9  8  5  2  4  3  3  2  1 10  8  2 ; final points 2.91
Vardas4909         Pavarde4909  7  7  1  1  1  1  2 10  3  2  7  2  9  8  3  2 ; final points 2.91
Vardas9718         Pavarde9718  2 10  8  2  8  1  4  2  3  5  5  1  4  4  5  2 ; final points 2.91
Vardas3349         Pavarde3349 10  6  9  3  4  3  2  3  1  4  1  4  6  2  6  2 ; final points 2.91
Vardas1221         Pavarde1221  1  4  9  5  8 10  2  3  1  7  2  1  3  1  7  2 ; final points 2.91
Vardas7659         Pavarde7659  8  2  3  1 10  3  2  2  6  2  9  4  2  9  1  2 ; final points 2.91
Vardas2218         Pavarde2218  9  2  1  2  4  7  6  7  8  3  4  1  2  1  7  2 ; final points 2.91
Vardas4590         Pavarde4590  6  2  3  9  3  9  3  2  1  6  8  5  1  4  2  2 ; final points 2.91
Vardas3873         Pavarde3873  9  1  7 10  1  2  3  3  7  5  3  1  2  4  6  2 ; final points 2.91
Vardas7207         Pavarde7207  6  3 10  2  3  2  9  9 10  1  7 10  9  2  4  1 ; final points 2.92
Vardas2299         Pavarde2299  8 10 10  6  4  7  1  5  9 10  2  1  8  5  1  1 ; final points 2.92
Vardas9094         Pavarde9094  4  7  3  1  7  9  6  8 10  2  2  7  9  5  7  1 ; final points 2.92
Vardas1196         Pavarde1196  1  2 10  6  3  8  7  6  6  3  8  5  9  9  4  1 ; final points 2.92
Vardas7222         Pavarde7222  9  7  1  7  5  7  9  3  7  5  1  5 10  2  9  1 ; final points 2.92
Vardas7211         Pavarde7211  2  7  3  9  9 10  7  1  7  1 10  6  5  8  2  1 ; final points 2.92
Vardas7576         Pavarde7576  4 10  7  8  1  2 10  7  4  3  2  8  4  9  8  1 ; final points 2.92
Vardas150           Pavarde150 10  9  1  2  3  3 10  3  2  9  7  7  7  8  6  1 ; final points 2.92
Vardas4705         Pavarde4705  9  6  4  4  1  5  5  4  9 10 10 10  6  1  3  1 ; final points 2.92
Vardas5250         Pavarde5250  4  3  1  3  3  8 10  8  5  2  8  6 10  7  9  1 ; final points 2.92
Vardas9796         Pavarde9796  7  6  3  6  9  5  2  3  7  9  5  8 10  2  5  1 ; final points 2.92
Vardas5276         Pavarde5276  2  6  5  7  7  6  8  6 10 10  3  4  1  5  7  1 ; final points 2.92
Vardas2756         Pavarde2756  1  7  7  7  8  5  5  6  9  2  2  2 10  6 10  1 ; final points 2.92
Vardas154           Pavarde154  4  3  4  1  1  9 10  8  4  6  4 10  7 10  6  1 ; final points 2.92
Vardas1299         Pavarde1299  9  2  7  2  1  5 10  9  7  7  8  3  2  8  7  1 ; final points 2.92
Vardas374           Pavarde374  7  5  3  4  5  7  4 10  7  8  5  6  3  7  6  1 ; final points 2.92
Vardas6974         Pavarde6974  2 10 10  1  2  7  2  6  8  2  9  2  9  9  8  1 ; final points 2.92
Vardas3156         Pavarde3156  9  3  8  2 10  8  5  3  1  3  6  5  8  7  9  1 ; final points 2.92
Vardas1220         Pavarde1220  5  9  3  2 10  7  9  3  7  7 10  2  2  7  4  1 ; final points 2.92
Vardas5502         Pavarde5502 10  2  8  6  9  1 10  5  1  5  9  5  2 10  4  1 ; final points 2.92
Vardas5465         Pavarde5465  1  6  8 10  1  9  2  7  8  8  8  4  3  2 10  1 ; final points 2.92
Vardas868           Pavarde868  7  6  8  5  3  4 10  8  1 10  2 10  9  2  2  1 ; final points 2.92
Vardas9846         Pavarde9846  4  2  2  8  2 10  7  5  8  9  7  3  6  6  8  1 ; final points 2.92
Vardas3401         Pavarde3401  8  6 10  6  6  5  2  6  7  8  5  7  3  1  7  1 ; final points 2.92
Vardas7389         Pavarde7389  2  3  1  4  7  8  6  6 10  8  3  9 10  9  1  1 ; final points 2.92
Vardas7006         Pavarde7006  5  3  5  6  9  8  2  6  4 10  5 10  5  4  5  1 ; final points 2.92
Vardas1081         Pavarde1081 10 10  7  5  1  2  3  6  5 10  5  6  9  5  3  1 ; final points 2.92
Vardas4272         Pavarde4272  6 10  2  6  5  2  5  8  9  5  2  6  5 10  6  1 ; final points 2.92
Vardas8283         Pavarde8283  7  2  6  9  9  8  7  3  4  4  2  8  4  5  9  1 ; final points 2.92
Vardas1206         Pavarde1206  9  5 10  4  8  1  4  2  2  9  7  4  6  9  7  1 ; final points 2.92
Vardas6483         Pavarde6483  8  6  1  1  4  9  9  4  9  7  3  3 10  3 10  1 ; final points 2.92
Vardas8828         Pavarde8828  8  6  2 10  3  3 10  4  4  4  6  7  2  9  9  1 ; final points 2.92
Vardas9014         Pavarde9014  5  4 10  6  1  7 10  4  7  8  2  6  5  4  8  1 ; final points 2.92
Vardas4214         Pavarde4214  4  4  4  2  2  9  9 10  8  1  9  7  9  6  3  1 ; final points 2.92
Vardas142           Pavarde142 10  7  4  9  1  3 10  7 10  2  6  9  5  3  1  1 ; final points 2.92
Vardas2458         Pavarde2458  2  2  8  4  5  5  8  7  4 10  9 10  1  8  4  1 ; final points 2.92
Vardas5067         Pavarde5067  2  8  2  6  2  8  4  2  1  5  4  8  3  1  9  2 ; final points 2.93
Vardas9723         Pavarde9723  2  5  4  2  1  1  7  2  6  8  4  9  1  4  9  2 ; final points 2.93
Vardas763           Pavarde763  1  3  2  1  7  8  5  3  8  6  4  4  3  3  7  2 ; final points 2.93
Vardas7423         Pavarde7423  8  2  4  8  4  2  4  4  2  1  6  5  9  3  3  2 ; final points 2.93
Vardas3980         Pavarde3980 10  1  1  1  8  3 10  3  2  4  1  6 10  4  1  2 ; final points 2.93
Vardas3330         Pavarde3330  2  4  2  8  3  1  2  3  3  7  2  4  6  8 10  2 ; final points 2.93
Vardas4517         Pavarde4517  5  5  5  4  7  1  2  6  1  2  9  5  5  2  6  2 ; final points 2.93
