Vardas5459         Pavarde5459  2  2  5  5  8  4  9  4  6  1  1  7 10  6  5  5 ; final points 5.00
Vardas9533         Pavarde9533  2  9  2  9  6  9  6  6  2  4  1  9 10  3 10  5 ; final points 5.35
Vardas3910         Pavarde3910  9  1  9  5  8  6  4 10  4  8  1  8  1 10  4  5 ; final points 5.35
Vardas5271         Pavarde5271  5 10 10  2  4  5  9  2  4  6  5  8  3  8  7  5 ; final points 5.35
Vardas2708         Pavarde2708  9  3  8  7  4  8  2  5  4  1  6 10  5  9  7  5 ; final points 5.35
Vardas7796         Pavarde7796  8  4  2  8  6  8  3  7  6  5 10  5  5 10  1  5 ; final points 5.35
Vardas5806         Pavarde5806  8  1 10  1  9 10  7  9  2  3  8  4  3  5  8  5 ; final points 5.35
Vardas5747         Pavarde5747 10  4  3  7  3  8  9  1 10  5 10  2  7  8  1  5 ; final points 5.35
Vardas8317         Pavarde8317  5  6  5  4  9  6  3  4  9  6  7  7  3 10  4  5 ; final points 5.35
Vardas1528         Pavarde1528  6 10  8  4  2  9  8  3  5  5  4  9  2  8  5  5 ; final points 5.35
Vardas5526         Pavarde5526 10  6  9  6  3  4  4  8  1  2  6  9  8  3  9  5 ; final points 5.35
Vardas7832         Pavarde7832  4 10  8  6  4  8  5  7  6  5  3  5  8  7  2  5 ; final points 5.35
Vardas6691         Pavarde6691  1  8  4  9 10  7  4  2  4  6 10  7 10  5  1  5 ; final points 5.35
Vardas6969         Pavarde6969  9  9  6  6  5  5  1  7  4  1  5 10  3 10  7  5 ; final points 5.35
Vardas9079         Pavarde9079  8  5  2  7 10  5  5 10  2  5  5  5  9  6  4  5 ; final points 5.35
Vardas4004         Pavarde4004  2  9  7  7  8  8  9  4 10  3  4  6  2  2  7  5 ; final points 5.35
Vardas5838         Pavarde5838  6  9  2  6 10  5 10  1  4  2  3  9  5  7  9  5 ; final points 5.35
Vardas2252         Pavarde2252  8  9  1  5  6  4  8  8  7  1  8  6  7  1  9  5 ; final points 5.35
Vardas9961         Pavarde9961  3  6  9  8  3  9  1  8  3  2  9  6  6  8  7  5 ; final points 5.35
Vardas4213         Pavarde4213 10  5  8  2  1  9  2  6 10  8  2  1 10  4 10  5 ; final points 5.35
Vardas6861         Pavarde6861  7  3 10  9  6  7  6  3 10  7  7  5  3  2  3  5 ; final points 5.35
Vardas1748         Pavarde1748  6 10  8  4  3  8  3  7  2  4  2  7  6 10  8  5 ; final points 5.35
Vardas5490         Pavarde5490  5 10  5  3  7  8  9 10  1  2  5  9  5  2  7  5 ; final points 5.35
Vardas2888         Pavarde2888  2 10  7  5  5  7  8  3  6  7  3  7  8  7  3  5 ; final points 5.35
Vardas2886         Pavarde2886  7  1  9 10  9  6  6  8  8  1  7  1  5  5  5  5 ; final points 5.35
Vardas6238         Pavarde6238  7  3 10  6  5  2  9  3  6  3  7  9  3  9  6  5 ; final points 5.35
Vardas6092         Pavarde6092  6  3  8 10 10  5  1  5  3  4  8  8  2  6  9  5 ; final points 5.35
Vardas5310         Pavarde5310  2  6  7  7  1  8 10  8  4  7  8  6  1  9  4  5 ; final points 5.35
Vardas416           Pavarde416 10 10  3  5  5 10  8  6  6  7  2  1 10  3  2  5 ; final points 5.35
Vardas383           Pavarde383  4  8  8  1  1  3  7  6  9  9  8  7  3  7  7  5 ; final points 5.35
Vardas5605         Pavarde5605  6 10 10  1  3  9  9 10  5  1  9  2  1 10  2  5 ; final points 5.35
Vardas8532         Pavarde8532  7  5  4  7  4  6  4  2  9  3  5  1  4  2  3  6 ; final points 5.36
Vardas499           Pavarde499  2 10  4  1  6  2  3  1  4  7  1  6  8 10  1  6 ; final points 5.36
Vardas2396         Pavarde2396  1  1  1  3  3  6  6  3  6  8  3  2  6 10  7  6 ; final points 5.36
Vardas34             Pavarde34  4 10  2  3  3  4  2  3  3 10  2  8  2  1  9  6 ; final points 5.36
Vardas6880         Pavarde6880  5  3  4  2  6  8  2 10  4  2  6  3  7  3  1  6 ; final points 5.36
Vardas2632         Pavarde2632  1  4  4  9  4  2  4  6  3  7  8  2  1  5  6  6 ; final points 5.36
Vardas8179         Pavarde8179  3  6  2  1  6  9  2  8  2  2  6  8  2  3  6  6 ; final points 5.36
Vardas1552         Pavarde1552  2  3 10  2  8  9  1  4  5  2  1  7  1  1 10  6 ; final points 5.36
Vardas2340         Pavarde2340  2  7  3  5  1  6 10  4  2  3  5  1  1  6 10  6 ; final points 5.36
Vardas6030         Pavarde6030  3  2  4  4  5  9  5  6  1  7  1  6  1  8  4  6 ; final points 5.36
Vardas1123         Pavarde1123  5  2  1  8  2  5  3  9  5  3  5  2  2  9  5  6 ; final points 5.36
Vardas3075         Pavarde3075  1  7  1  3  1  3  5  5  2 10  1  9  7  9  2  6 ; final points 5.36
Vardas524           Pavarde524  1  3  3  2  9  1  5  6  6  6  1  7  5  1 10  6 ; final points 5.36
Vardas9304         Pavarde9304  7  5  7  5  4  4  4  7  7 10 10  1  1  7 10  5 ; final points 5.37
Vardas2910         Pavarde2910  5  7  6  1 10  2  2 10  8  6  3 10  5 10  4  5 ; final points 5.37
Vardas1352         Pavarde1352  4  9  8  1  5  7  4  7  9  8  8  7  9  2  1  5 ; final points 5.37
Vardas4450         Pavarde4450  8  4 10  1  8  2  6  9  2  9  2 10  8  6  4  5 ; final points 5.37
Vardas649           Pavarde649 10  1  5  2  5  5  8  6  9  6  8  6  8  3  7  5 ; final points 5.37
Vardas2887         Pavarde2887  8  2  7  9  7  5  8  2  5  7  7  3  7  6  6  5 ; final points 5.37
Vardas6688         Pavarde6688 10  6  4  9  2  6  4  6  9  4  5  1  4 10  9  5 ; final points 5.37
Vardas8693         Pavarde8693  8 10  1  5  9  2  6  7  3  3  7  5  8  5 10  5 ; final points 5.37
Vardas7965         Pavarde7965 10  7  2  1  9  2  8  5  9  2  6  8  9  8  3  5 ; final points 5.37
Vardas6111         Pavarde6111  8  7  4  6  3  7  3 10  8  5  7  4  8  1  8  5 ; final points 5.37
Vardas2684         Pavarde2684  6  8  4  8  9  1  5  2  5  6  9  1 10  5 10  5 ; final points 5.37
Vardas1305         Pavarde1305  3 10  4  5  8  6  6  3 10  1  9  1  7  8  8  5 ; final points 5.37
Vardas4635         Pavarde4635  1  3  6  5  9  5 10  5  2  9 10  9  8  4  3  5 ; final points 5.37
Vardas4793         Pavarde4793  7  8 10  6  6  9  9  3  9  2  7  2  6  1  4  5 ; final points 5.37
Vardas4274         Pavarde4274  1  8  6  4  4  6  5  4  7  8 10  6  7  6  7  5 ; final points 5.37
Vardas3147         Pavarde3147  6  1  2  5  9 10  3  5  8  6  7 10  5  7  5  5 ; final points 5.37
Vardas1617         Pavarde1617  5  3  3  1 10  9  5  1  9  4  7  6  7  9 10  5 ; final points 5.37
Vardas3806         Pavarde3806  5 10  1  9  5  3  9  2  9  7  5 10  6  1  7  5 ; final points 5.37
Vardas2649         Pavarde2649  5  9 10  4 10  5  3  4  1  6  7  9  2  9  5  5 ; final points 5.37
Vardas6149         Pavarde6149  8  5 10  2  9  1  5  8  4  6  2  8  8  7  6  5 ; final points 5.37
Vardas9083         Pavarde9083  3  4  3  9  5 10  8  5  7  5 10  1  8  1 10  5 ; final points 5.37
Vardas8708         Pavarde8708  9 10  7  4  4  3  1  5  7 10  3  8  2  8  8  5 ; final points 5.37
Vardas6486         Pavarde6486  4  5  5  8  9  4  3 10  2  5  7 10  9  2  6  5 ; final points 5.37
Vardas9116         Pavarde9116  8  5 10  9 10  9  1  9  1  9  2  5  5  4  2  5 ; final points 5.37
Vardas1260         Pavarde1260  2  5  1  1  9  2  6  9  7  2  7 10 10  8 10  5 ; final points 5.37
Vardas1093         Pavarde1093 10  8  6  1 10  1  6 10  4  9  2  9  1  4  8  5 ; final points 5.37
Vardas969           Pavarde969  3  9  8  6  6 10  6  1  2 10  8 10  2  6  2  5 ; final points 5.37
Vardas9413         Pavarde9413  4  2 10  5  6  1  3  9  6  8 10 10  4  9  2  5 ; final points 5.37
Vardas3348         Pavarde3348  3  6 10  4 10  9  3  6 10  2  3 10  2  8  3  5 ; final points 5.37
Vardas6086         Pavarde6086 10  9  6  4  9  1  6  2  8  6  5  5 10  3  5  5 ; final points 5.37
Vardas8505         Pavarde8505  3  7  9  9 10 10  1  6  1  5  2  5  8  8  5  5 ; final points 5.37
Vardas3061         Pavarde3061  7  8  3  5 10  8  6  6  3  1  5  8  8  9  2  5 ; final points 5.37
Vardas4175         Pavarde4175  2  4  5  4  7  3 10  8  4  3  6 10 10  9  4  5 ; final points 5.37
Vardas1566         Pavarde1566  9  5  5  3  2  3  4  9  3  9  7  7  9 10  4  5 ; final points 5.37
Vardas5598         Pavarde5598 10  2  4  1  2  4  1  8 10  8  1  5  3  5  3  6 ; final points 5.39
Vardas6014         Pavarde6014  6  1  4  1  7  4  6  7  2  1  8  1  9  1  9  6 ; final points 5.39
Vardas2989         Pavarde2989  7  2  4  4  8  6  3  9  5  1  1  5  7  3  2  6 ; final points 5.39
Vardas8083         Pavarde8083  1  9  1  3  9  1  6  7  1  3  8  7  4  5  2  6 ; final points 5.39
Vardas5682         Pavarde5682  7  1 10  2  4  6  1  1  7  1 10  5  3  7  2  6 ; final points 5.39
Vardas9301         Pavarde9301  3  4  9  9  2  4  8  6  1  3  3  7  2  2  4  6 ; final points 5.39
Vardas9211         Pavarde9211  8  8  4  2  9  6  9  1  5  4  1  3  1  4  2  6 ; final points 5.39
Vardas2507         Pavarde2507  5  1 10  5  1  7  7  5  4  6  2  1  4  2  7  6 ; final points 5.39
Vardas1383         Pavarde1383  4  3  1  4  4  2  1  5  3  6 10  3 10  9  2  6 ; final points 5.39
Vardas3153         Pavarde3153  9  2  7  1  5  4  1  1  5  7  3  4  9  5  4  6 ; final points 5.39
Vardas5034         Pavarde5034  1  6  7  7  2  3  8  4  5  4  3  3  3  7  4  6 ; final points 5.39
Vardas9434         Pavarde9434  1 10  5  7  1  6  3  8  4  7  7  2  1  3  2  6 ; final points 5.39
Vardas1600         Pavarde1600  5  6  1  4  4  7  1  7  1  2  7  2  8  4  8  6 ; final points 5.39
Vardas1328         Pavarde1328  4  4  1  5  5  5  1  5  3 10  2  7  3  6  6  6 ; final points 5.39
Vardas7021         Pavarde7021 10  5  1  5  8  8  6  7  6  9  5  8  7  4  1  5 ; final points 5.40
Vardas8183         Pavarde8183  9  7  7  6 10  9  4  4  3  1  4  3  8  9  6  5 ; final points 5.40
Vardas6095         Pavarde6095  7  3  9  3  8 10  5  2  1  8  6  7  8  3 10  5 ; final points 5.40
Vardas1721         Pavarde1721  1  9  6  2  8  1  7  3 10  6  7 10  7 10  3  5 ; final points 5.40
Vardas5881         Pavarde5881  1  3  2 10  8  4  7  5  4 10  9  3  8  8  8  5 ; final points 5.40
Vardas4998         Pavarde4998  5  8  8  8  3  1  1  5  8 10  8  9  3  5  8  5 ; final points 5.40
Vardas8774         Pavarde8774  9  7  3  6  4  5  1 10  6  6  8  9  8  4  4  5 ; final points 5.40
Vardas6052         Pavarde6052  2  2 10  7  5  7  7 10  9  5  3  4  8  2  9  5 ; final points 5.40
Vardas6762         Pavarde6762  9  4 10  2  4  3  2  5  7  6  8  8  6  7  9  5 ; final points 5.40
Vardas7680         Pavarde7680  9  4  7  9  9  6  1  1  5  5  6 10  9  1  8  5 ; final points 5.40
Vardas2056         Pavarde2056  5  6  2  6  5  4  5  4  4  9  3 10  8  9 10  5 ; final points 5.40
Vardas8261         Pavarde8261  9  9  6  2 10  6  7  3  3 10  7  4  5  4  5  5 ; final points 5.40
Vardas481           Pavarde481  4  4  6  4 10  7  6  8  3  2  6 10  4  9  7  5 ; final points 5.40
Vardas7650         Pavarde7650  8  4  7  2 10  4  9  2 10  4  3  9  5  6  7  5 ; final points 5.40
Vardas2363         Pavarde2363  6  5  3  8  4  3  5  8  9 10  3  5  5  8  8  5 ; final points 5.40
Vardas964           Pavarde964  6  8  5  3  5  4  3  8  6  2 10  7  5  8 10  5 ; final points 5.40
Vardas5365         Pavarde5365  2  9  8  8  3  4  6  9  7  7  9  1 10  4  3  5 ; final points 5.40
Vardas9462         Pavarde9462  8  4  4  5  2  7  2  8 10  8 10  3  2  7 10  5 ; final points 5.40
Vardas9385         Pavarde9385  7  3 10 10  4  9  9  8  2  1  4  5  4  4 10  5 ; final points 5.40
Vardas495           Pavarde495  9  7  4 10  3  9  4  7  1  2  8  8  4  7  7  5 ; final points 5.40
Vardas4240         Pavarde4240  8  5  4  6  6  6  5  1 10  7  8 10  7  6  1  5 ; final points 5.40
Vardas5780         Pavarde5780 10  5  5  1  7  4  2  9  8  8  6  7  3 10  5  5 ; final points 5.40
Vardas6577         Pavarde6577  6  8  3  3  7  7  7  8  7  3  4  4 10 10  3  5 ; final points 5.40
Vardas1962         Pavarde1962 10  6  2  2  3  1  4  9 10  4  3  2  7  2  3  6 ; final points 5.41
Vardas4814         Pavarde4814  3  2  8  6  1  5  4  1  2  7  7  2 10  4  6  6 ; final points 5.41
Vardas3971         Pavarde3971  2  3  3  2  4  2  6  6  5  6  8  1  1 10  9  6 ; final points 5.41
Vardas3402         Pavarde3402  3  1  3  1  4  3 10  5  1  7  2  5  9  4 10  6 ; final points 5.41
Vardas9671         Pavarde9671  4  8  2  6  1  9  5  2  9  7  8  3  1  2  1  6 ; final points 5.41
Vardas5100         Pavarde5100  6  2  4  5  8  3  1  2  1  1  3 10  4  8 10  6 ; final points 5.41
Vardas5954         Pavarde5954 10  5  5  5  2  5  1  7  6  6  2  6  1  6  1  6 ; final points 5.41
Vardas1650         Pavarde1650  3  2  8  3  3  2  8  3  7  1  2  9  5 10  2  6 ; final points 5.41
Vardas918           Pavarde918  9 10  6  2 10  1  7  1  1  1  4  2  7  6  1  6 ; final points 5.41
Vardas8388         Pavarde8388  3  5  4 10 10  3  7  9  2  8  6  4  9  1 10  5 ; final points 5.43
Vardas4375         Pavarde4375  5  6  9  6  3  3  4  9 10  6  7  6  2  8  7  5 ; final points 5.43
Vardas2511         Pavarde2511  6  4  6  8  4  5  5  9  6  5  9  7  3  5  9  5 ; final points 5.43
Vardas7951         Pavarde7951  5  1  3  7  7  9 10  5  5  6  8  5  7 10  3  5 ; final points 5.43
Vardas1347         Pavarde1347  9  4  2 10 10  9  9  2  1 10  8  2  4  7  4  5 ; final points 5.43
Vardas2384         Pavarde2384  4  4  8  9  3  7  9  7  7  9  5  8  5  5  1  5 ; final points 5.43
Vardas7439         Pavarde7439  5  1 10  8 10  7  6  2  6  9  1  9  7  8  2  5 ; final points 5.43
Vardas1411         Pavarde1411  8 10  6  5  1  5  5  2  4  7  8 10  6  8  6  5 ; final points 5.43
Vardas924           Pavarde924  3  8  1  5  6  8  5  3  5  7  7  7 10  6 10  5 ; final points 5.43
Vardas8279         Pavarde8279  6  2  7  6  1 10  5  7 10  7  5  2  6  8  9  5 ; final points 5.43
Vardas4593         Pavarde4593  4  9  8  2  5  1  8  4 10  7  5  8  8 10  2  5 ; final points 5.43
Vardas1649         Pavarde1649  8  7  1  8  1  3 10  9  9  6 10  5  2  4  8  5 ; final points 5.43
Vardas7254         Pavarde7254  5  8  6  2 10  5  7  6 10  8  6  1  9  6  2  5 ; final points 5.43
Vardas4438         Pavarde4438  8  1  9  8  5  7  1  2  8  5  9  7  6 10  5  5 ; final points 5.43
Vardas4800         Pavarde4800  6  3  3 10  7 10  9 10  1  5  4  3  5  7  8  5 ; final points 5.43
Vardas7460         Pavarde7460  8  9  7  9  2 10  2  1  1  9  9  4  5  9  6  5 ; final points 5.43
Vardas6006         Pavarde6006  1  2 10  3  8  9  5  3  5  6  4  8  8  9 10  5 ; final points 5.43
Vardas1639         Pavarde1639  2  2  8  7 10  9  8  2  6  2  5  9  9 10  2  5 ; final points 5.43
Vardas1655         Pavarde1655  9  6  8 10  7  2  7  1  3  6  6  6  4  8  8  5 ; final points 5.43
Vardas187           Pavarde187  8 10  1  8  5  7  4  9  4  4  5  2  8  9  7  5 ; final points 5.43
Vardas1854         Pavarde1854  9 10  2  1  9  9  1 10  8  4 10  2  5 10  1  5 ; final points 5.43
Vardas4123         Pavarde4123  4  7  9  1 10  6 10  9  1  8  1  3  8 10  4  5 ; final points 5.43
Vardas5992         Pavarde5992  5  7  4  9  8  7 10  2 10  4  7  6  2  4  6  5 ; final points 5.43
Vardas2612         Pavarde2612 10  3  6  6 10 10  7  4  6  1  5  6  5  8  4  5 ; final points 5.43
Vardas5971         Pavarde5971  2 10  9 10  1  6  7  4  6  8  3 10  9  2  4  5 ; final points 5.43
Vardas6219         Pavarde6219  8  8  4 10  3  3  4  6  4  9  8  3  2 10  9  5 ; final points 5.43
Vardas889           Pavarde889  8  5  6 10 10  3  3 10  9  9  5  1  4  7  1  5 ; final points 5.43
Vardas2653         Pavarde2653  5  4  4  5  6  8 10  3  1  2  2  8  3  5  3  6 ; final points 5.44
Vardas1706         Pavarde1706  2  2  4  5  6  9  1  6  2  6  6  5  6  2  7  6 ; final points 5.44
Vardas8233         Pavarde8233  2  3  1  3  2  6  6  1  6  5  5  7  8  5  9  6 ; final points 5.44
Vardas8982         Pavarde8982  2  8  1  2  4  7  7  2  9  1  1  8  7  2  8  6 ; final points 5.44
Vardas4357         Pavarde4357  4  2  7  9  3  9  5  2  3  5  1  9  3  3  4  6 ; final points 5.44
Vardas1034         Pavarde1034  3  4  7  1  2  2  6  6  6  3  6  1  8  4 10  6 ; final points 5.44
Vardas856           Pavarde856  2  1  8  4  7  3  4  4  8  5  3  9  4  5  2  6 ; final points 5.44
Vardas6036         Pavarde6036  2  7  5  8  3  4  8  1  4  8  5  6  6  1  1  6 ; final points 5.44
Vardas7306         Pavarde7306  2  2  3  2  8 10  8  1  3  7  6  5  5  6  1  6 ; final points 5.44
Vardas8749         Pavarde8749  9  2  5  8  2  8  3  9  9  1  2  6  2  2  1  6 ; final points 5.44
Vardas6765         Pavarde6765  7  6  4  1  3  2  7  5  4  3  1  6  6  6  8  6 ; final points 5.44
Vardas9710         Pavarde9710  3  1  1  5  1 10  3  7  7  4  5  9  6  3  4  6 ; final points 5.44
Vardas1212         Pavarde1212  8  5  8  3 10 10  9  6  3  8 10  9 10  7  8  4 ; final points 5.44
Vardas1744         Pavarde1744  7 10  2  8  4  1  1  2  4  5  6  1  6  9  3  6 ; final points 5.44
Vardas4937         Pavarde4937  4  4 10  1  7  5  3  1  1  9 10  5  1  1  7  6 ; final points 5.44
Vardas4611         Pavarde4611  1  7  9  3  8  1  5  2  8  6  3  7  4  2  3  6 ; final points 5.44
Vardas6825         Pavarde6825  2  1  7  8  6  5  1  6  1  2  7  9  4  7  3  6 ; final points 5.44
Vardas790           Pavarde790  1 10  1  6  7  3  8  1  6  7  2  6  4  1  6  6 ; final points 5.44
Vardas4620         Pavarde4620  6  8  2  5  3  8  2  4  1  5  3  9  5  2  6  6 ; final points 5.44
Vardas2375         Pavarde2375  1  6  9  4  7  5  5  2  3  3  2  4  1  7 10  6 ; final points 5.44
Vardas4836         Pavarde4836  8  4 10  9  1  4  4  5  2  3  4  1  9  4  1  6 ; final points 5.44
Vardas3685         Pavarde3685 10  4  2  2  9 10  8  8  3 10  6  8  2  1  9  5 ; final points 5.45
Vardas7544         Pavarde7544  5 10  4  9  7  3  8  3  2 10  2  8  9  2 10  5 ; final points 5.45
Vardas700           Pavarde700  6  5 10  3  8 10  5  2  7  7  6  9  9  3  2  5 ; final points 5.45
Vardas9166         Pavarde9166  3 10  6  7  6 10  1  7  6  2 10  4  5  5 10  5 ; final points 5.45
Vardas2882         Pavarde2882  9  5  8  6  7  4  3  8  2  8  7  6  8  1 10  5 ; final points 5.45
Vardas3406         Pavarde3406  4  4 10  2  6  7  8  7  6  8  9  7  5  5  4  5 ; final points 5.45
Vardas3188         Pavarde3188  4  2  5  7  4  4  5  3 10  9 10  4  8  7 10  5 ; final points 5.45
Vardas1513         Pavarde1513  5  1  8  7  9  2  9 10  5  4  4  5  7  7  9  5 ; final points 5.45
Vardas2399         Pavarde2399 10  7  4  9  9  9  6  2  1  8  6  3  1  9  8  5 ; final points 5.45
Vardas7055         Pavarde7055  4  4  9  8  3  5  8  2  3  4  5  9  8 10 10  5 ; final points 5.45
Vardas9417         Pavarde9417  9  1  9  7  6  6  5  6  4  7  8  2  9  7  6  5 ; final points 5.45
Vardas2969         Pavarde2969  6  8  7  9  5  8 10  5  2  2  8  8  1  8  5  5 ; final points 5.45
Vardas5356         Pavarde5356  8  8 10  8  3  8  3  2 10  7  5  8  7  4  1  5 ; final points 5.45
Vardas6858         Pavarde6858  5  8  4  4 10  5  7  3  9  7  7  6  3  8  6  5 ; final points 5.45
Vardas4750         Pavarde4750  3  8  2  8  9  6  3 10  6  6  3 10  3  6  9  5 ; final points 5.45
Vardas3469         Pavarde3469  8  9 10 10  6  6  2  1  8  2  2  6 10  3  9  5 ; final points 5.45
Vardas5640         Pavarde5640  5  9  6  4  2  5  4  8 10  6  6  2 10  6  9  5 ; final points 5.45
Vardas7587         Pavarde7587  8  4 10  3  2  5 10  8  2  7  4 10  9  2  8  5 ; final points 5.45
Vardas223           Pavarde223  7  8  8  3  7 10  5  2  9  1  7  7  3  6  9  5 ; final points 5.45
Vardas4516         Pavarde4516  9  3  4  8  9  6  4  8  3 10  9  6  6  5  2  5 ; final points 5.45
Vardas4828         Pavarde4828  8 10  7  9  2  4  4 10  4  8  4  4  6  3  9  5 ; final points 5.45
Vardas7509         Pavarde7509  9  5  7  5 10  3  7 10  2  7  3  9  2  6  7  5 ; final points 5.45
Vardas6830         Pavarde6830 10  2  8  2  3 10  7  2  4  9  4 10  4  7 10  5 ; final points 5.45
Vardas9068         Pavarde9068  7  9  1  2  1  4  5  9  2  5  3  3 10  7  2  6 ; final points 5.47
Vardas7963         Pavarde7963  6  6 10  3  3  3  5  1  4  6  6  6  1  4  6  6 ; final points 5.47
Vardas799           Pavarde799  8  4  4 10  7  3  1  4  6  1  3  6  6  3  4  6 ; final points 5.47
Vardas8559         Pavarde8559  7  5  7  2  4  3  8  7 10  2  7  1  2  4  1  6 ; final points 5.47
Vardas593           Pavarde593  6  3  2  8  3  6  2 10  1  4  9  3  1  4  8  6 ; final points 5.47
Vardas4304         Pavarde4304  5  3  2  9  5  3  7  7  1  2  5  7  5  4  5  6 ; final points 5.47
Vardas8521         Pavarde8521  4  7  8  3  5  3  7  3  3  1  5  1  5  7  8  6 ; final points 5.47
Vardas9350         Pavarde9350  6  6  4  5  3  5  4  7  7  1  5  1  2  8  6  6 ; final points 5.47
Vardas4262         Pavarde4262  1  1 10  4  5  6  1  6  4  3  2 10  8  1  8  6 ; final points 5.47
Vardas3457         Pavarde3457  8  7  2  4  3  3  6  3  4  2  2  8  1  8  9  6 ; final points 5.47
Vardas4808         Pavarde4808  1  8  8  3  3 10  2  2  1  3  8 10  1  7  3  6 ; final points 5.47
Vardas7020         Pavarde7020  7  2  9  4  1  4  2  7  7  5  6  8  1  6  1  6 ; final points 5.47
Vardas9850         Pavarde9850  3  5  2  7  2  5  2  6  6  4  4  6  7  3  8  6 ; final points 5.47
Vardas6040         Pavarde6040  6  6  7  4  1  1  4  3  6  7  5  8  4  6  2  6 ; final points 5.47
Vardas2376         Pavarde2376  7  5  2 10 10  1  5  2  1  8  1  2 10  2  4  6 ; final points 5.47
Vardas8740         Pavarde8740  8  7  3  7  3  1  2 10  5  6  5  1  1  3  8  6 ; final points 5.47
Vardas2848         Pavarde2848  2  9  5  5  5  7  3  2  6  1 10  5  2  3  5  6 ; final points 5.47
Vardas7712         Pavarde7712  3  4  8  1  3  6  3  8  6  8  5  1  1  7  6  6 ; final points 5.47
Vardas7192         Pavarde7192  5  4  7  6  4  2  1  5  8  1  3  4  6 10  4  6 ; final points 5.47
Vardas842           Pavarde842  1  8  9  3  1  4  7  8  6  3  7  1  9  2  1  6 ; final points 5.47
Vardas1798         Pavarde1798  9  5  4  9  7  6  8 10 10  3  7  2  3  2  8  5 ; final points 5.48
Vardas93             Pavarde93  3  8  2  5  4  7  5  7  6  6 10  7  8 10  5  5 ; final points 5.48
Vardas1461         Pavarde1461  7  1  1  9 10  7  8  5  6  9 10  2 10  1  7  5 ; final points 5.48
Vardas6995         Pavarde6995  9  3  8  5  8  8  8  2  9  3 10  2  8  9  1  5 ; final points 5.48
Vardas2438         Pavarde2438  5  4  9  6  9  6  4  8  8  8  5  8  6  1  6  5 ; final points 5.48
Vardas6024         Pavarde6024  1  5  5  7 10  9  7 10  9  1  1  2  8 10  8  5 ; final points 5.48
Vardas8192         Pavarde8192  7  4  7  8  2  3  8  5  6 10  6  8  7  9  3  5 ; final points 5.48
Vardas8275         Pavarde8275 10  4  9  4 10  5  9  1  2  6  8  7  9  4  5  5 ; final points 5.48
Vardas4049         Pavarde4049  5  5  8  8 10  1  3  9  9 10  4 10  2  2  7  5 ; final points 5.48
Vardas4022         Pavarde4022  9  9  7  3  6  5 10  4 10  5  4  9  3  5  4  5 ; final points 5.48
Vardas431           Pavarde431  3  4  2  5  1  4  1  2  5  1  1 10  1  2  6  7 ; final points 5.48
Vardas5590         Pavarde5590  8  9  4 10  6  4  6  3  7  6  1  8  4  8  9  5 ; final points 5.48
Vardas6953         Pavarde6953  8  6  3 10  6  7  7  2 10  9  1 10  3  5  6  5 ; final points 5.48
Vardas530           Pavarde530  3  9  1 10  3  5  2  9  8 10  6  3 10  5  9  5 ; final points 5.48
Vardas9712         Pavarde9712  4  7  2  8  5 10  9  7  6  7  1  7  4  9  7  5 ; final points 5.48
Vardas4359         Pavarde4359  6 10  1  7  9  9  5  6  6  9  9  4  2  5  5  5 ; final points 5.48
Vardas496           Pavarde496  3  8 10  3 10  4  2  6  9  7  4  8 10  3  6  5 ; final points 5.48
Vardas2865         Pavarde2865  1  5  9  6  8 10  5  4  1  8  8 10  2  8  8  5 ; final points 5.48
Vardas1754         Pavarde1754  7  9  7  6  7  9  3  4  5  6  2 10  7  8  3  5 ; final points 5.48
Vardas4694         Pavarde4694  6 10  1  6  5  5  4 10  2  8  7  8  8  7  6  5 ; final points 5.48
Vardas3310         Pavarde3310 10  5 10  8  4  5  2  8  1 10  9  1  6  6  8  5 ; final points 5.48
Vardas9241         Pavarde9241  2  9  4  3  3  9  9  5  1 10  8  8  6  8  8  5 ; final points 5.48
Vardas2002         Pavarde2002  7  2  8  7  4  7  8  6  7 10  6  9  6  4  2  5 ; final points 5.48
Vardas1772         Pavarde1772  7  1  5 10 10  1  3 10  9  3  2  1  5  1  3  6 ; final points 5.49
Vardas7058         Pavarde7058  9  6  7  8  6  1  7  1  1  2  4  8  4  1  6  6 ; final points 5.49
Vardas9480         Pavarde9480  9  9  1  6  5  5  2  3 10 10  3  2  2  2  2  6 ; final points 5.49
Vardas3825         Pavarde3825  6  9  4  2  9  3  2  6  4  8  2  7  2  6  1  6 ; final points 5.49
Vardas1544         Pavarde1544  4  1  9  9  5  2  8  1  5  6  4  2 10  4  1  6 ; final points 5.49
Vardas7237         Pavarde7237  4  4  2  2  5 10  6  5  1  5  6  7  5  2  7  6 ; final points 5.49
Vardas5408         Pavarde5408  4  1  6 10  2  4  5  8  7  1  6  1  3  6  7  6 ; final points 5.49
Vardas1972         Pavarde1972  3  5  6  1  8 10  7  4  7  2  5  3  6  2  2  6 ; final points 5.49
Vardas146           Pavarde146  9  1  1  3  4 10  1  3  2 10  6  4  3  6  8  6 ; final points 5.49
Vardas9974         Pavarde9974  2  5  7  8  2  8  2  7  3  7  1  7  1  5  6  6 ; final points 5.49
Vardas9156         Pavarde9156  5  7  7 10 10  4  1  1  4  4  4  4  1  7  2  6 ; final points 5.49
Vardas4455         Pavarde4455  8  3  2  2  4  7  6  7  9  2  4  4  6  1  6  6 ; final points 5.49
